action,cp_id,payment_id,payment_key,client_name,amount,payment_date,payment_method,source,new_reserve,rule
review_only,24827,,,,622.48,2025-05-13,unknown,fix_script,,
review_only,24832,25075,,,250.00,2025-07-17,unknown,fix_script,,
review_only,24833,25049,,,157.50,2025-07-11,unknown,fix_script,,
review_only,24834,,,,75.00,2025-05-15,unknown,fix_script,,
review_only,24835,,,,230.30,2025-07-31,unknown,fix_script,,
review_only,24836,,,,205.00,2025-05-02,unknown,fix_script,,
review_only,24838,,,,178.68,2025-09-17,unknown,fix_script,,
review_only,24841,,,,231.00,2025-10-08,unknown,fix_script,,
review_only,24842,,,,250.00,2025-05-16,unknown,fix_script,,
review_only,24843,,,,205.00,2025-09-17,unknown,fix_script,,
review_only,24849,,,,6.80,2025-06-18,unknown,fix_script,,
review_only,24850,,,,228.00,2025-10-06,unknown,fix_script,,
review_only,24851,,,,500.00,2025-09-15,unknown,fix_script,,
review_only,24853,,,,356.25,2025-09-17,unknown,fix_script,,
review_only,24854,,,,255.50,2025-03-07,unknown,fix_script,,
review_only,24855,25101,,,225.00,2025-07-22,unknown,fix_script,,
review_only,24856,,,,75.00,2025-06-13,unknown,fix_script,,
review_only,24858,,,,231.53,2025-06-16,unknown,fix_script,,
review_only,24862,,,,156.53,2025-02-03,unknown,fix_script,,
review_only,24863,25074,,,250.00,2025-07-17,unknown,fix_script,,
review_only,24866,,,,660.00,2025-10-03,unknown,fix_script,,
review_only,24867,,,,250.00,2025-09-05,unknown,fix_script,,
review_only,24870,,,,71.88,2025-09-26,unknown,fix_script,,
review_only,24873,,,,915.75,2025-08-11,unknown,fix_script,,
review_only,24874,,,,118.44,2025-08-13,unknown,fix_script,,
review_only,24875,,,,175.00,2025-09-10,unknown,fix_script,,
review_only,24876,25081,,,250.00,2025-07-18,unknown,fix_script,,
review_only,24877,24912,,,344.44,2025-06-18,unknown,fix_script,,
review_only,24878,,,,895.75,2025-10-02,unknown,fix_script,,
review_only,24879,,,,492.94,2025-09-08,unknown,fix_script,,
review_only,24880,24858,,,771.97,2025-06-09,unknown,fix_script,,
review_only,24881,,,,181.53,2025-05-27,unknown,fix_script,,
review_only,24883,,,,205.00,2025-09-02,unknown,fix_script,,
review_only,24884,,,,25.46,2025-10-02,unknown,fix_script,,
review_only,24886,,,,200.00,2025-05-29,unknown,fix_script,,
review_only,24887,,,,75.00,2025-01-02,unknown,fix_script,,
review_only,24889,,,,891.52,2025-05-12,unknown,fix_script,,
review_only,24893,25023,,,175.00,2025-07-04,unknown,fix_script,,
review_only,24896,,,,330.00,2025-08-28,unknown,fix_script,,
review_only,24898,,,,298.76,2025-11-03,unknown,fix_script,,
review_only,24899,,,,-5.00,2025-05-29,unknown,fix_script,,
review_only,24900,,,,522.75,2025-06-18,unknown,fix_script,,
review_only,24902,,,,824.45,2025-05-07,unknown,fix_script,,
review_only,24903,25038,,,166.32,2025-07-09,unknown,fix_script,,
review_only,24907,,,,303.19,2025-06-24,unknown,fix_script,,
review_only,24910,,,,315.00,2025-09-15,unknown,fix_script,,
review_only,24911,,,,186.48,2025-08-20,unknown,fix_script,,
review_only,24914,,,,231.00,2025-07-07,unknown,fix_script,,
review_only,24915,,,,156.87,2025-07-14,unknown,fix_script,,
review_only,24916,,,,500.00,2025-10-09,unknown,fix_script,,
review_only,24917,,,,231.00,2025-09-11,unknown,fix_script,,
review_only,24924,24917,,,500.00,2025-06-20,unknown,fix_script,,
review_only,24926,,,,500.00,2025-11-03,unknown,fix_script,,
review_only,24927,,,,175.00,2025-05-15,unknown,fix_script,,
review_only,24929,,,,183.75,2025-08-06,unknown,fix_script,,
review_only,24933,,,,183.75,2025-08-08,unknown,fix_script,,
review_only,24934,,,,774.00,2025-10-30,unknown,fix_script,,
review_only,24936,,,,500.00,2025-10-15,unknown,fix_script,,
review_only,24938,25108,,,150.00,2025-07-24,unknown,fix_script,,
review_only,24939,25025,,,330.75,2025-07-04,unknown,fix_script,,
review_only,24940,,,,500.00,2025-06-19,unknown,fix_script,,
review_only,24943,,,,289.40,2025-06-18,unknown,fix_script,,
review_only,24944,,,,500.00,2025-10-27,unknown,fix_script,,
review_only,24948,25114,,,75.00,2025-07-25,unknown,fix_script,,
review_only,24950,,,,204.75,2025-09-11,unknown,fix_script,,
review_only,24956,,,,790.00,2025-08-19,unknown,fix_script,,
review_only,24959,25026,,,-150.00,2025-07-04,unknown,fix_script,,
review_only,24960,,,,350.00,2025-08-13,unknown,fix_script,,
review_only,24963,,,,500.00,2025-06-13,unknown,fix_script,,
review_only,24964,,,,300.30,2025-08-13,unknown,fix_script,,
review_only,24965,,,,43.12,2025-09-15,unknown,fix_script,,
review_only,24966,25050,,,240.00,2025-07-11,unknown,fix_script,,
review_only,24968,,,,572.18,2025-08-15,unknown,fix_script,,
review_only,24969,24900,,,175.00,2025-06-16,unknown,fix_script,,
review_only,24970,,,,205.00,2025-08-13,unknown,fix_script,,
review_only,24972,,,,577.50,2025-08-08,unknown,fix_script,,
review_only,24973,,,,225.00,2025-08-11,unknown,fix_script,,
review_only,24975,,,,300.00,2025-07-04,unknown,fix_script,,
review_only,24977,,,,684.32,2025-07-04,unknown,fix_script,,
review_only,24981,,,,250.00,2025-09-25,unknown,fix_script,,
review_only,24982,,,,108.36,2025-09-05,unknown,fix_script,,
review_only,24983,,,,75.00,2025-05-21,unknown,fix_script,,
review_only,24985,,,,210.00,2025-06-12,unknown,fix_script,,
review_only,24986,,,,174.09,2025-09-25,unknown,fix_script,,
review_only,24988,,,,200.00,2025-08-25,unknown,fix_script,,
review_only,24989,24906,,,132.00,2025-06-18,unknown,fix_script,,
review_only,24993,,,,32.13,2025-09-23,unknown,fix_script,,
review_only,24994,,,,177.00,2025-09-11,unknown,fix_script,,
review_only,24996,,,,401.08,2025-09-04,unknown,fix_script,,
review_only,24999,25059,,,205.00,2025-07-13,unknown,fix_script,,
review_only,25001,,,,500.00,2025-10-16,unknown,fix_script,,
review_only,25002,,,,143.63,2025-08-22,unknown,fix_script,,
review_only,25003,,,,702.00,2025-08-15,unknown,fix_script,,
review_only,25004,25005,,,420.00,2025-07-04,unknown,fix_script,,
review_only,25005,,,,700.35,2025-10-15,unknown,fix_script,,
review_only,25006,,,,34.02,2025-09-14,unknown,fix_script,,
review_only,25008,,,,5.00,2025-05-29,unknown,fix_script,,
review_only,25009,,,,300.00,2025-10-20,unknown,fix_script,,
review_only,25012,,,,327.75,2025-10-21,unknown,fix_script,,
review_only,25013,25105,,,300.00,2025-07-23,unknown,fix_script,,
review_only,25015,25021,,,365.69,2025-07-04,unknown,fix_script,,
review_only,25016,25058,,,78.75,2025-07-13,unknown,fix_script,,
review_only,25017,24956,,,631.50,2025-07-03,unknown,fix_script,,
review_only,25018,,,,250.00,2025-08-21,unknown,fix_script,,
review_only,25019,25035,,,301.87,2025-07-08,unknown,fix_script,,
review_only,25020,,,,774.00,2025-10-08,unknown,fix_script,,
review_only,25022,,,,250.00,2025-05-21,unknown,fix_script,,
review_only,25023,,,,450.66,2025-09-25,unknown,fix_script,,
review_only,25024,,,,262.50,2025-08-13,unknown,fix_script,,
review_only,25026,,,,250.00,2025-08-21,unknown,fix_script,,
review_only,25027,,,,430.50,2025-07-04,unknown,fix_script,,
review_only,25029,,,,75.00,2025-08-04,unknown,fix_script,,
review_only,25034,,,,210.84,2025-07-30,unknown,fix_script,,
review_only,25035,,,,200.00,2025-06-12,unknown,fix_script,,
review_only,25037,,,,94.50,2025-08-04,unknown,fix_script,,
review_only,25039,,,,735.00,2025-07-28,unknown,fix_script,,
review_only,25040,,,,205.00,2025-06-30,unknown,fix_script,,
review_only,25043,,,,157.50,2025-06-08,unknown,fix_script,,
review_only,25046,,,,300.00,2025-08-22,unknown,fix_script,,
review_only,25048,,,,150.00,2025-03-03,unknown,fix_script,,
review_only,25049,,,,498.15,2025-10-14,unknown,fix_script,,
review_only,25052,,,,675.02,2025-06-02,unknown,fix_script,,
review_only,25053,,,,2.00,2025-05-26,unknown,fix_script,,
review_only,25056,,,,528.99,2025-06-30,unknown,fix_script,,
review_only,25058,,,,550.00,2025-10-03,unknown,fix_script,,
review_only,25059,25027,,,560.00,2025-07-04,unknown,fix_script,,
review_only,25061,,,,250.00,2025-09-08,unknown,fix_script,,
review_only,25062,,,,235.49,2025-09-22,unknown,fix_script,,
review_only,25066,,,,231.00,2025-09-02,unknown,fix_script,,
review_only,25067,,,,720.00,2025-10-06,unknown,fix_script,,
review_only,25071,25047,,,205.00,2025-07-10,unknown,fix_script,,
review_only,25072,,,,200.00,2025-09-05,unknown,fix_script,,
review_only,25073,25061,,,138.60,2025-07-14,unknown,fix_script,,
review_only,25074,,,,313.62,2025-06-30,unknown,fix_script,,
review_only,25075,,,,104.74,2025-06-04,unknown,fix_script,,
review_only,25076,,,,542.85,2025-11-03,unknown,fix_script,,
review_only,25077,,,,538.73,2025-04-01,unknown,fix_script,,
review_only,25078,24856,,,49.51,2025-06-09,unknown,fix_script,,
review_only,25083,,,,319.76,2025-06-09,unknown,fix_script,,
review_only,25084,,,,488.75,2025-07-30,unknown,fix_script,,
review_only,25086,,,,500.00,2025-09-15,unknown,fix_script,,
review_only,25087,,,,75.00,2025-09-15,unknown,fix_script,,
review_only,25088,25019,,,251.00,2025-07-04,unknown,fix_script,,
review_only,25095,,,,50.00,2025-05-07,unknown,fix_script,,
review_only,25097,,,,42.00,2025-05-09,unknown,fix_script,,
review_only,25101,25064,,,659.00,2025-07-15,unknown,fix_script,,
review_only,25102,,,,75.00,2025-03-21,unknown,fix_script,,
review_only,25105,,,,382.50,2025-09-22,unknown,fix_script,,
review_only,25106,,,,175.00,2025-07-31,unknown,fix_script,,
review_only,25108,25097,,,205.00,2025-07-22,unknown,fix_script,,
review_only,25110,,,,774.00,2025-10-29,unknown,fix_script,,
review_only,25113,,,,30.50,2025-06-23,unknown,fix_script,,
review_only,25114,,,,2305.20,2025-10-06,unknown,fix_script,,
review_only,25115,,,,231.00,2025-09-02,unknown,fix_script,,
review_only,25116,,,,81.41,2025-05-30,unknown,fix_script,,
review_only,25118,24853,,,200.00,2025-06-06,unknown,fix_script,,
review_only,25120,,,,697.09,2025-06-30,unknown,fix_script,,
review_only,25125,,,,279.38,2025-09-09,unknown,fix_script,,
review_only,25126,25090,,,380.00,2025-07-21,unknown,fix_script,,
review_only,25127,25094,,,346.50,2025-07-22,unknown,fix_script,,
review_only,25128,,,,11.50,2025-05-28,unknown,fix_script,,
review_only,25129,,,,826.40,2025-06-20,unknown,fix_script,,
review_only,25131,,,,349.05,2025-10-21,unknown,fix_script,,
review_only,25132,25031,,,315.00,2025-07-07,unknown,fix_script,,
review_only,25134,24934,,,438.38,2025-06-27,unknown,fix_script,,
review_only,25136,,,,94.00,2025-06-03,unknown,fix_script,,
review_only,25137,25117,,,75.00,2025-07-28,unknown,fix_script,,
review_only,25138,,,,400.00,2025-11-04,unknown,fix_script,,
review_only,25141,25107,,,262.20,2025-07-24,unknown,fix_script,,
review_only,25142,,,,179.70,2025-10-14,unknown,fix_script,,
review_only,25143,,,,156.53,2025-02-27,unknown,fix_script,,
review_only,25145,,,,83.42,2025-06-24,unknown,fix_script,,
review_only,25147,,,,350.00,2025-09-15,unknown,fix_script,,
review_only,25148,,,,90.00,2025-10-06,unknown,fix_script,,
review_only,25149,,,,82.69,2025-05-05,unknown,fix_script,,
review_only,25153,,,,100.00,2025-09-25,unknown,fix_script,,
review_only,25154,,,,1.00,2025-09-30,unknown,fix_script,,
review_only,25155,,,,75.00,2025-05-21,unknown,fix_script,,
review_only,25157,,,,500.00,2025-05-20,unknown,fix_script,,
review_only,25159,,,,498.15,2025-10-21,unknown,fix_script,,
review_only,25160,,,,273.53,2025-05-26,unknown,fix_script,,
review_only,25161,,,,205.00,2025-09-03,unknown,fix_script,,
review_only,25162,,,,175.00,2025-09-02,unknown,fix_script,,
review_only,25163,,,,0.01,2025-10-22,unknown,fix_script,,
review_only,25164,,,,327.50,2025-08-14,unknown,fix_script,,
review_only,25165,,,,500.00,2025-10-02,unknown,fix_script,,
review_only,25166,25037,,,282.80,2025-07-09,unknown,fix_script,,
review_only,25168,,,,14.70,2025-07-28,unknown,fix_script,,
review_only,25170,,,,231.00,2025-09-15,unknown,fix_script,,
review_only,25173,25033,,,200.00,2025-07-08,unknown,fix_script,,
review_only,25177,,,,1122.00,2025-10-04,unknown,fix_script,,
review_only,25178,24896,,,228.90,2025-06-16,unknown,fix_script,,
review_only,25180,,,,276.42,2025-05-20,unknown,fix_script,,
review_only,25183,,,,355.00,2025-09-30,unknown,fix_script,,
review_only,25196,,,,621.45,2025-10-30,unknown,fix_script,,
review_only,25198,,,,345.75,2025-10-20,unknown,fix_script,,
review_only,25200,,,,369.00,2025-10-21,unknown,fix_script,,
review_only,25201,25073,,,95.76,2025-07-17,unknown,fix_script,,
review_only,25205,,,,63.00,2025-08-08,unknown,fix_script,,
review_only,25206,,,,-500.00,2025-10-08,unknown,fix_script,,
review_only,25207,24922,,,216.19,2025-06-23,unknown,fix_script,,
review_only,25208,25020,,,481.78,2025-07-04,unknown,fix_script,,
review_only,25212,,,,205.00,2025-07-30,unknown,fix_script,,
review_only,25213,,,,50.11,2025-07-28,unknown,fix_script,,
review_only,25215,25068,,,75.00,2025-07-16,unknown,fix_script,,
review_only,25222,,,,10.50,2025-04-14,unknown,fix_script,,
review_only,25226,,,,150.00,2025-08-01,unknown,fix_script,,
review_only,25227,25077,,,205.00,2025-07-17,unknown,fix_script,,
review_only,25229,25087,,,98.65,2025-07-21,unknown,fix_script,,
review_only,25231,,,,75.00,2025-06-15,unknown,fix_script,,
review_only,25235,,,,500.00,2025-08-26,unknown,fix_script,,
review_only,25237,,,,369.00,2025-10-06,unknown,fix_script,,
review_only,25238,24859,,,225.47,2025-06-09,unknown,fix_script,,
review_only,25240,,,,791.50,2025-10-14,unknown,fix_script,,
review_only,25242,,,,852.48,2025-05-07,unknown,fix_script,,
review_only,25244,,,,183.75,2025-09-23,unknown,fix_script,,
review_only,25249,,,,479.45,2025-08-21,unknown,fix_script,,
review_only,25251,24907,,,131.25,2025-06-18,unknown,fix_script,,
review_only,25260,,,,495.18,2025-09-08,unknown,fix_script,,
review_only,25263,,,,324.84,2025-05-21,unknown,fix_script,,
review_only,25264,,,,214.50,2025-08-20,unknown,fix_script,,
review_only,25265,,,,183.75,2025-08-06,unknown,fix_script,,
review_only,25266,25115,,,250.00,2025-07-28,unknown,fix_script,,
review_only,25267,,,,264.00,2025-08-13,unknown,fix_script,,
review_only,25268,,,,175.00,2025-05-26,unknown,fix_script,,
review_only,25270,,,,175.00,2025-05-01,unknown,fix_script,,
review_only,25274,,,,75.00,2025-09-14,unknown,fix_script,,
review_only,25275,,,,205.00,2025-08-18,unknown,fix_script,,
review_only,25276,,,,175.00,2025-09-03,unknown,fix_script,,
review_only,25278,,,,250.00,2025-06-20,unknown,fix_script,,
review_only,25279,,,,205.00,2025-09-17,unknown,fix_script,,
review_only,25280,,,,725.00,2025-08-12,unknown,fix_script,,
review_only,25285,,,,250.00,2025-09-09,unknown,fix_script,,
review_only,25286,,,,690.62,2025-09-09,unknown,fix_script,,
review_only,25290,,,,793.75,2025-09-30,unknown,fix_script,,
review_only,25292,,,,142.38,2025-09-04,unknown,fix_script,,
review_only,25294,,,,330.00,2025-09-10,unknown,fix_script,,
review_only,25295,25004,,,402.50,2025-07-04,unknown,fix_script,,
review_only,25296,,,,600.24,2025-11-03,unknown,fix_script,,
review_only,25298,,,,500.00,2025-08-01,unknown,fix_script,,
review_only,25299,25044,,,400.00,2025-07-10,unknown,fix_script,,
review_only,25301,,,,997.50,2025-08-05,unknown,fix_script,,
review_only,25303,,,,560.99,2025-09-25,unknown,fix_script,,
review_only,25304,24883,,,126.00,2025-06-13,unknown,fix_script,,
review_only,25305,25048,,,141.45,2025-07-10,unknown,fix_script,,
review_only,25307,,,,35.00,2025-07-30,unknown,fix_script,,
review_only,25308,,,,443.31,2025-09-09,unknown,fix_script,,
review_only,25309,,,,500.00,2025-05-06,unknown,fix_script,,
review_only,25310,24943,,,200.00,2025-07-02,unknown,fix_script,,
review_only,25311,,,,199.50,2025-10-30,unknown,fix_script,,
review_only,25313,25089,,,231.00,2025-07-21,unknown,fix_script,,
review_only,25314,25052,,,497.00,2025-07-11,unknown,fix_script,,
review_only,25315,,,,201.57,2025-08-18,unknown,fix_script,,
review_only,25316,,,,157.50,2025-07-29,unknown,fix_script,,
review_only,25317,,,,846.00,2025-10-17,unknown,fix_script,,
review_only,25323,,,,500.00,2025-08-12,unknown,fix_script,,
review_only,25324,,,,90.19,2025-06-10,unknown,fix_script,,
review_only,25329,,,,323.06,2025-10-27,unknown,fix_script,,
review_only,25330,,,,359.10,2025-04-04,unknown,fix_script,,
review_only,25334,,,,180.18,2025-08-19,unknown,fix_script,,
review_only,25335,,,,900.00,2025-09-17,unknown,fix_script,,
review_only,25338,,,,891.40,2025-05-24,unknown,fix_script,,
review_only,25339,,,,657.56,2025-06-25,unknown,fix_script,,
review_only,25340,,,,346.25,2025-07-30,unknown,fix_script,,
review_only,25344,,,,133.35,2025-05-14,unknown,fix_script,,
review_only,25345,25078,,,250.00,2025-07-17,unknown,fix_script,,
review_only,25348,,,,500.00,2025-10-06,unknown,fix_script,,
review_only,25352,,,,231.00,2025-09-16,unknown,fix_script,,
review_only,25355,,,,-210.84,2025-07-30,unknown,fix_script,,
review_only,25357,,,,774.00,2025-10-09,unknown,fix_script,,
review_only,25358,,,,15.75,2025-06-12,unknown,fix_script,,
review_only,25360,,,,243.60,2025-09-22,unknown,fix_script,,
review_only,25361,,,,319.80,2025-10-27,unknown,fix_script,,
review_only,25364,,,,220.50,2025-06-09,unknown,fix_script,,
review_only,25365,,,,250.00,2025-07-04,unknown,fix_script,,
review_only,25370,,,,193.00,2025-10-04,unknown,fix_script,,
review_only,25373,25086,,,93.96,2025-07-19,unknown,fix_script,,
review_only,25380,,,,319.80,2025-10-03,unknown,fix_script,,
review_only,25381,,,,1439.10,2025-10-28,unknown,fix_script,,
review_only,25382,24952,,,175.00,2025-07-03,unknown,fix_script,,
review_only,25384,,,,542.55,2025-11-05,unknown,fix_script,,
review_only,25385,,,,846.63,2025-10-08,unknown,fix_script,,
review_only,25387,25080,,,300.00,2025-07-18,unknown,fix_script,,
review_only,25388,25095,,,75.00,2025-07-22,unknown,fix_script,,
review_only,25392,25041,,,630.00,2025-07-10,unknown,fix_script,,
review_only,25396,24940,,,636.50,2025-06-30,unknown,fix_script,,
review_only,25398,,,,300.00,2025-10-08,unknown,fix_script,,
review_only,25399,,,,440.00,2025-05-12,unknown,fix_script,,
review_only,25402,,,,264.00,2025-09-09,unknown,fix_script,,
review_only,25406,25071,,,448.50,2025-07-16,unknown,fix_script,,
review_only,25407,,,,175.00,2025-07-03,unknown,fix_script,,
review_only,25408,,,,156.53,2025-04-14,unknown,fix_script,,
review_only,25409,,,,210.00,2025-09-18,unknown,fix_script,,
review_only,25410,,,,104.15,2025-04-30,unknown,fix_script,,
review_only,25411,,,,157.50,2025-07-10,unknown,fix_script,,
