status,gl_date,gl_chq,gl_vendor,gl_amount,gl_account,bk_id,bk_date,bk_debit,bk_desc,bk_chq,date_diff_days,amt_diff
NO_MATCH,2012-02-22,Vi450,Korax Inc.,314.37,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-02-28,cash,Fibrenew,1050.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-03-08,cash,Red Deer Advocate,108.57,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-03-10,19,Niteline Limousine Service Ltd.,350.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-03-19,dd,Rogers,450.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-04-17,20,Niteline Limousine Service Ltd.,574.53,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-04-17,20,Niteline Limousine Service Ltd.,1357.85,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-05-01,cash,Fibrenew,1050.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-05-09,dd,Rogers,346.23,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-05-23,23002,Vibe Car Auto,724.50,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-05-23,cash,Tiffany Coachbuilders,513.83,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-06-06,dd,Rogers,572.22,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-07-03,dd,Rogers,992.24,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-08-10,cash,Parr's Automotive,700.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-08-28,dd,Rogers,712.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-10-18,cash,Fibrenew,105.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-10-22,dd,Rogers,893.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-10-31,cash,Fibrenew,183.84,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-11-26,dd,Rogers,923.98,1090 Bank Shareholder,,,,,,,
MATCHED,2012-11-26,dd,Parr's Automotive,1000.00,1090 Bank Shareholder,69620,2012-12-03,1000.00,CHQ 104 KEVIN BOULLEY,104,7,0.00
NO_MATCH,2012-12-03,cash,Parr's Automotive,502.07,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-12-03,101,Parr's Automotive,823.80,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-12-03,101,Parr's Automotive,320.88,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-12-10,cash,Parr's Automotive,593.62,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-12-10,cash,Parr's Automotive,355.32,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-12-10,cash,Parr's Automotive,53.06,1090 Bank Shareholder,,,,,,,
NO_DATE_OR_AMOUNT,2012-12-19,,WCB,0.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-12-20,cash,Choice Auto Electric Ltd.,100.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2012-12-31,cash,Fibrenew,1450.96,1090 Bank Shareholder,,,,,,,
NO_MATCH,2013-01-18,cash,Vibe Car Auto,246.74,1090 Bank Shareholder,,,,,,,
NO_MATCH,2013-02-21,Vi2450,Korax Inc.,314.37,1090 Bank Shareholder,,,,,,,
NO_MATCH,2013-02-26,dd,Telus Communications,3958.50,1090 Bank Shareholder,,,,,,,
NO_MATCH,2013-03-05,cash,Fibrenew,1403.27,1090 Bank Shareholder,,,,,,,
NO_MATCH,2013-03-09,dd,Rogers,976.81,1090 Bank Shareholder,,,,,,,
NO_MATCH,2013-03-19,cash,Indy Signs Inc.,243.59,1090 Bank Shareholder,,,,,,,
NO_MATCH,2013-03-26,cash,Fibrenew,8.21,1090 Bank Shareholder,,,,,,,
NO_MATCH,2013-07-02,cash,Kirk's Tire (Red Deer) Ltd.,55.57,1090 Bank Shareholder,,,,,,,
NO_MATCH,2013-07-08,cash,Erles Auto Repair,525.53,1090 Bank Shareholder,,,,,,,
NO_MATCH,2013-07-08,cash,Erles Auto Repair,285.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2013-07-10,cash,Erles Auto Repair,423.68,1090 Bank Shareholder,,,,,,,
NO_MATCH,2013-07-10,cash,Erles Auto Repair,623.49,1090 Bank Shareholder,,,,,,,
NO_MATCH,2013-07-15,cash,Erles Auto Repair,907.63,1090 Bank Shareholder,,,,,,,
NO_MATCH,2013-07-23,cash,Erles Auto Repair,165.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2013-10-14,cash,Royal Refrigeration Ltd,899.85,1090 Bank Shareholder,,,,,,,
NO_MATCH,2013-12-06,cash,Carriage Auto Upholstery,3500.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2013-12-09,cash,Choice Auto Electric Ltd.,9.87,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-01-31,Vi3983,Frame It Store,153.04,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-02-06,Vi2450,Erles Auto Repair,268.91,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-02-10,cash,Fibrenew,1000.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-02-10,Vi3983,Frame It Store,153.04,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-02-14,cash,Tire Garage,57.76,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-02-15,Vi2450,Korax Inc.,314.37,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-03-04,dd,Canwest Productions Inc.,105.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-04-02,dd,Canwest Productions Inc.,400.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-04-21,dd,Canwest Productions Inc.,609.10,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-04-29,cash,Kirk's Tire (Red Deer) Ltd.,1600.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-04-30,cash,Erles Auto Repair,516.01,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-05-01,cash,Fibrenew,1974.58,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-05-15,cash,Northland Radiator Service,60.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-06-19,cash,Tire Garage,196.35,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-06-25,dd,Rogers,339.10,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-06-28,cash,Tire Garage,1570.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-07-23,Vi2450,Rogers,422.95,1090 Bank Shareholder,,,,,,,
MATCHED,2014-07-26,cash,Erles Auto Repair,1000.00,1090 Bank Shareholder,62710,2014-07-28,1000.00,Automated Banking Machine INSTANTTELLERWITHDRAWAL,,2,0.00
NO_MATCH,2014-07-29,cash,Big 105,430.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-07-30,cash,Choice Auto Electric Ltd.,1.40,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-08-12,cash,Big 105,700.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-08-25,cash,Big 105,120.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-08-25,Vi7769,The Phone Experts,152.25,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-09-03,cash,Fibrenew,2000.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-09-25,Vi2450,Rogers,264.28,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-09-26,dd,Kal-Tire,121.70,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-09-29,cash,Tire Garage,28.88,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-09-30,cash,Big 105,750.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-09-30,cash,CarLine,497.70,1090 Bank Shareholder,,,,,,,
MATCHED,2014-10-01,cash,AGLC,200.00,1090 Bank Shareholder,62987,2014-10-06,200.00,Automated Banking Machine INSTANTTELLERWITHDRAWAL,,5,0.00
MATCHED,2014-10-06,cash,Fibrenew,1000.00,1090 Bank Shareholder,62977,2014-10-02,1000.00,Automated Banking Machine INSTANTTELLERWITHDRAWAL,,4,0.00
NO_MATCH,2014-10-08,dd,CarLine,210.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-10-20,cash,Fibrenew,1288.36,1090 Bank Shareholder,,,,,,,
MATCHED,2014-10-21,cash,Fibrenew,2000.00,1090 Bank Shareholder,88751,2014-10-20,2000.00,ALL SERVICE INSURANCE,,1,0.00
NO_MATCH,2014-10-23,cash,Big 105,750.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-10-25,cash,Fibrenew,2286.98,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-11-03,cash,106.7 The Drive,630.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-11-15,dd,Telus Communications,355.34,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-11-22,dd,Rogers,313.42,1090 Bank Shareholder,,,,,,,
MATCHED,2014-12-02,cash,Big 105,1000.00,1090 Bank Shareholder,88907,2014-12-01,1000.00,ALL SERVICE INSURANCE,,1,0.00
NO_MATCH,2014-12-03,dd,CarLine,406.61,1090 Bank Shareholder,,,,,,,
MATCHED,2014-12-22,cash,Fibrenew,2000.00,1090 Bank Shareholder,88980,2014-12-22,2000.00,ETRANSFER HEFFNER,,0,0.00
NO_MATCH,2014-12-22,cash,Erles Auto Repair,830.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2014-12-27,dd,Rogers,304.14,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-01-25,dd,Telus Communications,358.62,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-01-27,cash,Fibrenew,1700.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-01-31,dd,Rogers,360.13,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-02-09,cash,Big 105,700.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-02-23,cash,Fibrenew,1706.25,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-02-23,Vi9920,Korax Inc.,314.37,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-03-03,cash,Big 105,70.00,1090 Bank Shareholder,,,,,,,
MATCHED,2015-03-26,cash,Fibrenew,1000.00,1090 Bank Shareholder,89333,2015-03-23,1000.00,BANK WITHDRAWAL,,3,0.00
MATCHED,2015-03-27,cash,Tire Garage,800.00,1090 Bank Shareholder,89339,2015-03-25,800.00,BANK WITHDRAWAL,,2,0.00
MATCHED,2015-04-01,CC,CFIB,500.00,1090 Bank Shareholder,89336,2015-03-25,500.00,ETRANSFER HEFFNER,,7,0.00
MATCHED,2015-04-20,cash,Fibrenew,1000.00,1090 Bank Shareholder,89425,2015-04-17,1000.00,ETRANSFER HEFFNER,,3,0.00
NO_MATCH,2015-04-24,cash,Big 105,1050.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-05-14,MC0151,Automotive Universe,1931.06,1090 Bank Shareholder,,,,,,,
NO_DATE_OR_AMOUNT,2015-05-19,,WCB,0.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-05-20,??,Alta Law,966.89,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-05-24,dd,Telus Communications,1190.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-05-24,dd,Telus Communications,79.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-05-24,dd,Telus Communications,535.92,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-05-24,dd,Telus Communications,153.92,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-05-24,dd,Telus Communications,2666.53,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-06-02,cash,Big 105,900.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-06-08,cash,Fibrenew,3657.50,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-06-11,cash,Call Gerry,386.00,1090 Bank Shareholder,,,,,,,
MATCHED,2015-06-17,cash,Fibrenew,1000.00,1090 Bank Shareholder,89669,2015-06-17,1000.00,BANK WITHDRAWAL,,0,0.00
NO_DATE_OR_AMOUNT,2015-06-19,,Rogers,0.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-06-30,cash,Fibrenew,71.34,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-07-06,cash,Tire Garage,400.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-07-06,cash,Bookkeeping By Jan,525.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-07-14,Vi3187,Tire Garage,443.70,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-08-11,cash,Fibrenew,3028.66,1090 Bank Shareholder,,,,,,,
MATCHED,2015-08-12,cash,Big 105,400.00,1090 Bank Shareholder,100362,2015-08-07,400.00,BANK WITHDRAWAL,,5,0.00
MATCHED,2015-08-13,cash,Big 105,300.00,1090 Bank Shareholder,89913,2015-08-14,300.00,BANK WITHDRAWAL,,1,0.00
NO_MATCH,2015-08-20,dd,Telus Communications,573.27,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-08-20,dd,Telus Communications,189.14,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-09-08,cash,Fibrenew,3000.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-09-10,dd,WCB,920.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-09-10,dd,WCB,457.89,1090 Bank Shareholder,,,,,,,
MATCHED,2015-09-22,cash,AGLC,200.00,1090 Bank Shareholder,90050,2015-09-17,200.00,BANK WITHDRAWAL,,5,0.00
NO_MATCH,2015-09-24,CC,Action Pages Canada,1400.11,1090 Bank Shareholder,,,,,,,
MATCHED,2015-10-23,cash,Big 105,400.00,1090 Bank Shareholder,90187,2015-10-20,400.00,BANK WITHDRAWAL,,3,0.00
NO_MATCH,2015-11-12,MC,Action Pages Canada,300.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-11-12,cash,Arctic Mechanical,370.84,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-11-12,MC1813,Action Pages Canada,300.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-11-17,cash,Excel Restoration Services Inc,220.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-11-23,dd,Rogers,239.03,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-12-07,cash,Fibrenew,2910.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-12-08,dd,Limousine Management Systems(LMS),1960.25,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-12-11,cash,Big 105,500.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-12-14,dd,Fibrenew,0.01,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-12-22,dd,Telus Communications,3758.30,1090 Bank Shareholder,,,,,,,
NO_MATCH,2015-12-29,cash,Erles Auto Repair,11.91,1090 Bank Shareholder,,,,,,,
NO_DATE_OR_AMOUNT,2016-01-10,,Telus Communications,0.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-01-24,dd,Telus Communications,2163.38,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-02-17,cash,Fibrenew,380.69,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-02-19,cash,Fibrenew,2575.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-02-23,dd,Rogers,372.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-03-11,cash,Big 105,250.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-03-30,dd,Telus Communications,1880.00,1090 Bank Shareholder,,,,,,,
MATCHED,2016-03-31,dd,Telus Communications,300.00,1090 Bank Shareholder,90718,2016-03-31,300.00,PURCHASE CASH MONEY,,0,0.00
NO_MATCH,2016-04-12,dd,Telus Communications,123.14,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-04-12,dd,Telus Communications,887.98,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-04-17,cash,Telus Communications,779.45,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-04-21,mc1541,Polar Mobility Research Ltd.,500.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-04-29,cash,Big 105,200.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-05-05,cash,Telus Communications,147.86,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-05-15,cash,Arctic Mechanical,651.69,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-05-18,cash,Fibrenew,2400.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-05-19,cash,Accounting For Success,283.50,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-06-02,cash,The Tire Garage,1257.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-07-10,cash,Fibrenew,2700.00,1090 Bank Shareholder,,,,,,,
NO_DATE_OR_AMOUNT,2016-07-15,,Rogers,0.00,1090 Bank Shareholder,,,,,,,
NO_DATE_OR_AMOUNT,2016-08-02,,Rogers,0.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-09-24,cash,Accounting For Success,141.75,1090 Bank Shareholder,,,,,,,
NO_DATE_OR_AMOUNT,2016-10-06,,Rogers,0.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-10-31,cash,Fibrenew,2400.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-11-02,cash,Fibrenew,500.00,1090 Bank Shareholder,,,,,,,
MATCHED,2016-11-07,cash,Fibrenew,1000.00,1090 Bank Shareholder,91501,2016-11-10,1000.00,ERLES AUTO REPAIR,,3,0.00
NO_DATE_OR_AMOUNT,2016-11-17,,Telus Communications,0.00,1090 Bank Shareholder,,,,,,,
NO_DATE_OR_AMOUNT,2016-11-24,,WCB,0.00,1090 Bank Shareholder,,,,,,,
NO_DATE_OR_AMOUNT,2016-11-28,,Rogers,0.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-12-12,cash,Fibrenew,1250.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2016-12-30,cash,Big 105,860.00,1090 Bank Shareholder,,,,,,,
NO_DATE_OR_AMOUNT,2017-01-11,,Rogers,0.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2017-01-16,cash,Fibrenew,1575.00,1090 Bank Shareholder,,,,,,,
NO_DATE_OR_AMOUNT,2017-02-22,,Rogers,0.00,1090 Bank Shareholder,,,,,,,
NO_DATE_OR_AMOUNT,2017-02-23,,Telus Communications,0.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2017-02-27,cash,Fibrenew,1300.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2017-03-15,cash,Fibrenew,472.50,1090 Bank Shareholder,,,,,,,
NO_DATE_OR_AMOUNT,2017-04-10,,Rogers,0.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2017-04-13,cash,Fibrenew,3150.00,1090 Bank Shareholder,,,,,,,
NO_DATE_OR_AMOUNT,2017-05-01,,Rogers,0.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2017-05-15,cash,Fibrenew,700.00,1090 Bank Shareholder,,,,,,,
MATCHED,2017-06-09,cash,Big 105,400.00,1090 Bank Shareholder,98237,2017-06-05,400.00,Internet Banking INTERNET TRANSFER 000000224971,,4,0.00
MATCHED,2017-06-19,cash,Fibrenew,1000.00,1090 Bank Shareholder,44934,2017-06-20,1000.00,Internet Banking E-TRANSFER 000000278255 David Richard,,1,0.00
MATCHED,2017-07-10,cash,Fibrenew,1000.00,1090 Bank Shareholder,95319,2017-07-10,1000.00,Automated Banking Machine INSTANT TELLER WITHDRAWAL GAETZ AVE + 67TH ST 2D54,,0,0.00
NO_DATE_OR_AMOUNT,2017-08-10,,Rogers,0.00,1090 Bank Shareholder,,,,,,,
NO_DATE_OR_AMOUNT,2017-08-23,,Telus Communications,0.00,1090 Bank Shareholder,,,,,,,
MATCHED,2017-08-23,cash,Fibrenew,1000.00,1090 Bank Shareholder,45327,2017-08-17,1000.00,Branch Transaction WITHDRAWAL IBB GAETZ AVE & 67TH ST BANKING CE,,6,0.00
NO_DATE_OR_AMOUNT,2017-08-25,,Rogers,0.00,1090 Bank Shareholder,,,,,,,
NO_MATCH,2017-09-07,cash,WCB,1400.00,1090 Bank Shareholder,,,,,,,
MATCHED,2017-09-18,cash,Fibrenew,1000.00,1090 Bank Shareholder,92746,2017-09-18,1000.00,BANK WITHDRAWAL,,0,0.00
NO_DATE_OR_AMOUNT,2017-09-27,,Rogers,0.00,1090 Bank Shareholder,,,,,,,
MATCHED,2017-10-10,cash,Fibrenew,600.00,1090 Bank Shareholder,45109,2017-10-10,600.00,Automated Banking Machine INSTANT TELLER WITHDRAWAL GAETZ AVE + 67TH ST 2D54,,0,0.00
NO_MATCH,2017-11-15,cash,Fibrenew,682.50,1090 Bank Shareholder,,,,,,,
